Hour	Destination	Num_Routers	Avg_Delay	Std_Dev
11:25:13	google.com	23	22.2824166666667	6.45070083347969
12:26:37	google.com	26	23.5352222222222	5.05233314151388
13:29:17	google.com	26	27.5391111111111	6.38714228879269

